,created_at,screen_name,text,converted_time,compound,neg,pos,neu
20,Mon Dec 04 02:49:27 +0000 2017,CBS,RT @Mom101: I can't tell you the joy of seeing my 10yo laughing at this. Especially the Tim Conway dentist sketch.  #CarolBurnett50,2017-12-04 02:49:27+00:00,0.7906,0.0,0.269,0.731
19,Mon Dec 04 02:51:35 +0000 2017,CBS,RT if you’ve loved reliving these classic moments during #CarolBurnett50 https://t.co/I1tIWeSlsQ,2017-12-04 02:51:35+00:00,0.5994,0.0,0.281,0.719
18,Mon Dec 04 03:01:09 +0000 2017,CBS,RT @junerenee: A true classic and favorite!! Love #CarolBurnett50 laughed and cried...just like before!,2017-12-04 03:01:09+00:00,0.9466,0.0,0.672,0.328
17,Mon Dec 04 03:02:00 +0000 2017,CBS,"RT @JLawlorNY: So, ok...maybe I'm crying at at the #CarolBurnett50 finale with everyone singing her theme song! #ImSoGladWeHadThisTimeToget…",2017-12-04 03:02:00+00:00,-0.5655,0.177,0.0,0.823
16,Mon Dec 04 07:14:06 +0000 2017,CBS,Take a trip down memory lane with Carol Burnett for a special tribute you'll never forget. Catch up on The Carol Bu… https://t.co/XBINDav614,2017-12-04 07:14:06+00:00,0.5213,0.0,0.187,0.813
15,Mon Dec 04 19:22:07 +0000 2017,CBS,Star comedian @JimCarrey gets emotional when he expresses his heartfelt thanks to Carol Burnett for her positive in… https://t.co/5QCejBcg5T,2017-12-04 19:22:07+00:00,0.9217,0.0,0.504,0.496
14,Mon Dec 04 20:52:31 +0000 2017,CBS,"Just like old times, Carol Burnett bumps up the lights and answers questions from the audience. Catch up on The Car… https://t.co/9r7WI8d1tZ",2017-12-04 20:52:31+00:00,0.3612,0.0,0.106,0.894
13,Tue Dec 05 00:03:06 +0000 2017,CBS,RT @YoungSheldon: There's something @elonmusk never told you about @spacex's Falcon 9. 📓  #YoungSheldon https://t.co/bu3W0IC8zN,2017-12-05 00:03:06+00:00,0.0,0.0,0.0,1.0
12,Tue Dec 05 00:54:16 +0000 2017,CBS,The Kennedy Center Honors recognizes the lifetime contributions of all types of performance artists. Watch the 40th… https://t.co/azF3rW2ptw,2017-12-05 00:54:16+00:00,0.5106,0.0,0.163,0.837
11,Tue Dec 05 19:14:00 +0000 2017,CBS,RT @YoungSheldon: Wondering what it's like behind the scenes of #YoungSheldon? Let star @OfficialRaeganR take you on a tour of the set! htt…,2017-12-05 19:14:00+00:00,0.4199,0.0,0.117,0.883
10,Tue Dec 05 19:21:31 +0000 2017,CBS,RT @SuperiorDonuts: You'll want to check this box! ☑︎ Stream the latest episode of #SuperiorDonuts: https://t.co/h1xhKLCAPl https://t.co/d8…,2017-12-05 19:21:31+00:00,0.1511,0.0,0.09,0.91
9,Wed Dec 06 17:32:28 +0000 2017,CBS,"A new Twilight Zone original series is coming exclusively to CBS All Access in association with @JordanPeele,… https://t.co/fVYnhUASee",2017-12-06 17:32:28+00:00,0.3182,0.0,0.126,0.874
8,Thu Dec 07 12:07:06 +0000 2017,CBS,Do you know all the nominees for Song Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of Mu… https://t.co/I6hhOtfQjb,2017-12-07 12:07:06+00:00,0.5423,0.0,0.137,0.863
7,Thu Dec 07 18:23:03 +0000 2017,CBS,"RT @AmazingRaceCBS: Presenting... the 30th cast of the #AmazingRace! Made up of champions and winners, this is quite literally the most com…",2017-12-07 18:23:03+00:00,0.7777,0.0,0.254,0.746
6,Fri Dec 08 23:35:41 +0000 2017,CBS,RT @bigbangtheory: It's the biggest best friend breakup of the year... 😱 Stream the latest full episode of #BigBangTheory: https://t.co/iIw…,2017-12-08 23:35:41+00:00,0.8126,0.0,0.303,0.697
5,Sat Dec 09 01:11:51 +0000 2017,CBS,"There's still time before we have to say so long! Catch up with Carol Burnett, her original castmates and special g… https://t.co/WTiK8dzaXO",2017-12-09 01:11:51+00:00,0.6476,0.0,0.209,0.791
4,Sat Dec 09 18:24:37 +0000 2017,CBS,Don’t miss America’s Game! Stream the Army-Navy game LIVE today at 3PM ET with a FREE trial of #CBSAllAccess:… https://t.co/38udnQj2vs,2017-12-09 18:24:37+00:00,0.5754,0.07,0.189,0.742
3,Sun Dec 10 22:48:46 +0000 2017,CBS,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. 🏳️‍🌈 Stream chapter 1 on CBS All Access: https://t…,2017-12-10 22:48:46+00:00,0.0,0.0,0.0,1.0
2,Sun Dec 10 22:49:02 +0000 2017,CBS,"RT @NoActivityCBS: If you want the intel, you get the tickles. 😂 Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",2017-12-10 22:49:02+00:00,0.0772,0.0,0.064,0.936
1,Mon Dec 11 00:25:54 +0000 2017,CBS,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",2017-12-11 00:25:54+00:00,-0.2263,0.087,0.0,0.913
0,Mon Dec 11 00:26:50 +0000 2017,CBS,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",2017-12-11 00:26:50+00:00,-0.2263,0.083,0.0,0.917
