,created_at,screen_name,text,converted_time,compound,neg,pos,neu
30,Sun Dec 10 21:00:07 +0000 2017,nytimes,"In a live TV remake of the holiday classic ""A Christmas Story,"" Jane Krakowski plays Ralphie's teacher https://t.co/r1s6lxmM05",2017-12-10 21:00:07+00:00,0.5719,0.0,0.239,0.761
29,Sun Dec 10 21:15:02 +0000 2017,nytimes,A tour of Los Angeles’s flourishing pot scene https://t.co/lzSpDtPJkq,2017-12-10 21:15:02+00:00,0.0,0.0,0.0,1.0
28,Sun Dec 10 21:30:14 +0000 2017,nytimes,"“We were all born to die.” In our video, we follow a mother who fights her own personal demons as her son fights ca… https://t.co/s69owvxKdo",2017-12-10 21:30:14+00:00,-0.6597,0.197,0.0,0.803
27,Sun Dec 10 21:45:07 +0000 2017,nytimes,"Alexandra Bell puts The New York Times under the microscope, and offers her own “counternarratives” of the news… https://t.co/kPDfkmDx1g",2017-12-10 21:45:07+00:00,0.0,0.0,0.0,1.0
26,Sun Dec 10 22:00:08 +0000 2017,nytimes,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,2017-12-10 22:00:08+00:00,0.3182,0.077,0.149,0.773
25,Sun Dec 10 22:15:07 +0000 2017,nytimes,"This ""Odyssey"" strips away formulaic language to let the characters take center stage https://t.co/EMx7fd4Q8S",2017-12-10 22:15:07+00:00,0.0,0.0,0.0,1.0
24,Sun Dec 10 22:30:05 +0000 2017,nytimes,Louis C.K. will buy back the rights to his film after sexual misconduct allegations led to the movie’s shelving https://t.co/F92nFIGdzZ,2017-12-10 22:30:05+00:00,0.0,0.0,0.0,1.0
23,Sun Dec 10 22:45:05 +0000 2017,nytimes,"“The Disaster Artist” had a very strong weekend, taking in $6.4 million in relatively limited release https://t.co/aqQ9xFGouJ",2017-12-10 22:45:05+00:00,-0.3415,0.266,0.159,0.575
22,Sun Dec 10 22:50:38 +0000 2017,nytimes,An NYT reader's reaction to an article about President Trump’s daily fight for self-preservation… https://t.co/F705vf9Qoi,2017-12-10 22:50:38+00:00,-0.3818,0.157,0.0,0.843
21,Sun Dec 10 23:00:26 +0000 2017,nytimes,Boris Johnson leaves Tehran without a clear statement on imprisoned Brits and a tank dispute https://t.co/M9iwZQJbF4,2017-12-10 23:00:26+00:00,-0.7835,0.417,0.0,0.583
20,Sun Dec 10 23:02:21 +0000 2017,nytimes,"Porgs, Ewoks and Rathtars: A Field Guide to ‘Star Wars’ Creatures https://t.co/S6siGWTZYo",2017-12-10 23:02:21+00:00,0.0,0.0,0.0,1.0
19,Sun Dec 10 23:10:01 +0000 2017,nytimes,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",2017-12-10 23:10:01+00:00,-0.4767,0.11,0.0,0.89
18,Sun Dec 10 23:21:37 +0000 2017,nytimes,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,2017-12-10 23:21:37+00:00,-0.5859,0.275,0.0,0.725
17,Sun Dec 10 23:30:13 +0000 2017,nytimes,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",2017-12-10 23:30:13+00:00,0.4173,0.0,0.134,0.866
16,Sun Dec 10 23:47:55 +0000 2017,nytimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,2017-12-10 23:47:55+00:00,-0.296,0.099,0.0,0.901
15,Mon Dec 11 00:01:25 +0000 2017,nytimes,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,2017-12-11 00:01:25+00:00,0.0,0.0,0.0,1.0
14,Mon Dec 11 00:17:42 +0000 2017,nytimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,2017-12-11 00:17:42+00:00,0.6652,0.14,0.247,0.613
13,Mon Dec 11 00:22:04 +0000 2017,nytimes,The Look: After-School Special https://t.co/MDkn8XkFiy,2017-12-11 00:22:04+00:00,0.4019,0.0,0.403,0.597
12,Mon Dec 11 00:40:33 +0000 2017,nytimes,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,2017-12-11 00:40:33+00:00,-0.3597,0.122,0.0,0.878
